Partial_Entity_Name,State,State_Short,Full_Entity_Name,Match_Status,Matched_Name,Confidence_Score,Match_Stage,Context_Notes,Top_3_Candidates
EL CENTRO ESD,California,CA,CA-EL CENTRO ESD,Matched,CA-EL CENTRO ELEMENTARY SCHOOL DISTRICT,1.0,exact,,
BELLFLOWER USD,California,CA,CA-BELLFLOWER USD,Matched,CA-BELLFLOWER UNIFIED SCHOOL DISTRICT,1.0,exact,,
BONITA USD,California,CA,CA-BONITA USD,Matched,CA-BONITA UNIFIED SCHOOL DISTRICT,1.0,exact,,
BREA OLINDA USD,California,CA,CA-BREA OLINDA USD,Matched,CA-BREA OLINDA UNIFIED SCHOOL DISTRICT,1.0,exact,,
BRET HARTE UNION HSD,California,CA,CA-BRET HARTE UNION HSD,Matched,CA-BRET HARTE UNION HIGH SCHOOL DISTRICT,1.0,exact,,
BURLINGAME SD,California,CA,CA-BURLINGAME SD,Matched,CA-BURLINGAME SCHOOL DISTRICT,1.0,exact,,
CASTRO VALLEY USD,California,CA,CA-CASTRO VALLEY USD,Matched,CA-CASTRO VALLEY UNIFIED SCHOOL DISTRICT,1.0,exact,,
CITY OF BERKELEY,California,CA,CA-CITY OF BERKELEY,Matched,CA-CITY OF BERKELEY,1.0,exact,,
CITY OF FULLERTON,California,CA,CA-CITY OF FULLERTON,Matched,CA-CITY OF FULLERTON,1.0,exact,,
CITY OF GILROY,California,CA,CA-CITY OF GILROY,Matched,CA-CITY OF GILROY,1.0,exact,,
CITY OF HUNTINGTON BEACH,California,CA,CA-CITY OF HUNTINGTON BEACH,Matched,CA-CITY OF HUNTINGTON BEACH,1.0,exact,,
CITY OF LAGUNA BEACH,California,CA,CA-CITY OF LAGUNA BEACH,Matched,CA-CITY OF LAGUNA BEACH,1.0,exact,,
CITY OF MANTECA,California,CA,CA-CITY OF MANTECA,Matched,CA-CITY OF MANTECA,1.0,exact,,
CITY OF ORLAND,California,CA,CA-CITY OF ORLAND,Matched,CA-CITY OF ORLAND,1.0,exact,,
LA MESA-SPRING VALLEY SD,California,CA,CA-LA MESA-SPRING VALLEY SD,Matched,CA-LA MESA SPRING VALLEY SCHOOL DISTRICT,1.0,exact,,
LAGUNA BEACH USD,California,CA,CA-LAGUNA BEACH USD,Matched,CA-LAGUNA BEACH UNIFIED SCHOOL DISTRICT,1.0,exact,,
LAKEPORT USD,California,CA,CA-LAKEPORT USD,Matched,CA-LAKEPORT UNIFIED SCHOOL DISTRICT,1.0,exact,,
LAWNDALE ELEMENTARY SD,California,CA,CA-LAWNDALE ELEMENTARY SD,Matched,CA-LAWNDALE ELEMENTARY SCHOOL DISTRICT,1.0,exact,,
LIVERMORE VALLEY JOINT USD,California,CA,CA-LIVERMORE VALLEY JOINT USD,Matched,CA-LIVERMORE VALLEY JOINT UNIFIED SCHOOL DISTRICT,1.0,exact,,
CITY OF SANTA MONICA,California,CA,CA-CITY OF SANTA MONICA,Matched,CA-CITY OF SANTA MONICA,1.0,exact,,
CITY OF SIGNAL HILL,California,CA,CA-CITY OF SIGNAL HILL,Matched,CA-CITY OF SIGNAL HILL,1.0,exact,,
COAST COMMUNITY COLLEGE DISTRICT,California,CA,CA-COAST COMMUNITY COLLEGE DISTRICT,Matched,CA-COAST COMMUNITY COLLEGE DISTRICT,1.0,exact,,
COLLEGE OF SEQUOIAS,California,CA,CA-COLLEGE OF SEQUOIAS,Matched,CA-COLLEGE OF SEQUOIAS,1.0,exact,,
DIXON USD,California,CA,CA-DIXON USD,Matched,CA-DIXON UNIFIED SCHOOL DISTRICT,1.0,exact,,
DRY CREEK JOINT ESD,California,CA,CA-DRY CREEK JOINT ESD,Matched,CA-DRY CREEK JOINT ELEMENTARY SCHOOL DISTRICT,1.0,exact,,
MORGAN HILL USD,California,CA,CA-MORGAN HILL USD,Matched,CA-MORGAN HILL UNIFIED SCHOOL DISTRICT,1.0,exact,,
MOUNTAIN EMPIRE USD,California,CA,CA-MOUNTAIN EMPIRE USD,Matched,CA-MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT,1.0,exact,,
MT DIABLO USD,California,CA,CA-MT DIABLO USD,Matched,CA-MT DIABLO UNIFIED SCHOOL DISTRICT,1.0,exact,,
MURRIETA VALLEY USD,California,CA,CA-MURRIETA VALLEY USD,Matched,CA-MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,1.0,exact,,
NEWCASTLE ESD,California,CA,CA-NEWCASTLE ESD,Matched,CA-NEWCASTLE ELEMENTARY SCHOOL DISTRICT,1.0,exact,,
OAKLEY UNION ESD,California,CA,CA-OAKLEY UNION ESD,Matched,CA-OAKLEY UNION ELEMENTARY SCHOOL DISTRICT,1.0,exact,,
OROVILLE UNION HIGH SD,California,CA,CA-OROVILLE UNION HIGH SD,Matched,CA-OROVILLE UNION HIGH SCHOOL DISTRICT,1.0,exact,,
PALM SPRINGS USD,California,CA,CA-PALM SPRINGS USD,Matched,CA-PALM SPRINGS UNIFIED SCHOOL DISTRICT,1.0,exact,,
EL MONTE UNION HIGH SD,California,CA,CA-EL MONTE UNION HIGH SD,Matched,CA-EL MONTE UNION HIGH SCHOOL DISTRICT,1.0,exact,,
EUREKA UNION SD,California,CA,CA-EUREKA UNION SD,Matched,CA-EUREKA UNION SCHOOL DISTRICT,1.0,exact,,
FOLSOM-CORDOVA USD,California,CA,CA-FOLSOM-CORDOVA USD,Matched,CA-FOLSOM CORDOVA UNIFIED SCHOOL DISTRICT,1.0,exact,,
GILROY USD,California,CA,CA-GILROY USD,Matched,CA-GILROY UNIFIED SCHOOL DISTRICT,1.0,exact,,
GLENDALE USD,California,CA,CA-GLENDALE USD,Matched,CA-GLENDALE UNIFIED SCHOOL DISTRICT,1.0,exact,,
GLENDORA USD,California,CA,CA-GLENDORA USD,Matched,CA-GLENDORA UNIFIED SCHOOL DISTRICT,1.0,exact,,
PARAMOUNT USD,California,CA,CA-PARAMOUNT USD,Matched,CA-PARAMOUNT UNIFIED SCHOOL DISTRICT,1.0,exact,,
PASO ROBLES JOINT USD,California,CA,CA-PASO ROBLES JOINT USD,Matched,CA-PASO ROBLES JOINT UNIFIED SCHOOL DISTRICT,1.0,exact,,
PLACENTIA-YORBA LINDA USD,California,CA,CA-PLACENTIA-YORBA LINDA USD,Matched,CA-PLACENTIA YORBA LINDA UNIFIED SCHOOL DISTRICT,1.0,exact,,
POWAY UNIFIED SCHOOL DISTRICT,California,CA,CA-POWAY UNIFIED SCHOOL DISTRICT,Matched,CA-POWAY UNIFIED SCHOOL DISTRICT,1.0,exact,,
